Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
340000,1.3847897,1.5085249889871193,1131.75,0.6666151,1.508525013923645,0.0063492805,0.09787181,9.664179e-06
350000,1.3848633,1.560777779597427,1207.7777777777778,0.7796577,1.5607777701483831,0.010471316,0.10397352,9.655044e-06
360000,1.3847435,1.5105999890911335,1102.5,0.6664654,1.2597999572753906,0.0051611913,0.11056769,9.645649e-06
370000,1.3846061,1.3375777839327283,1223.6666666666667,0.57456744,1.3369555171537084,0.0030079468,0.10992276,9.634669e-06
380000,1.3845619,1.1445142839823217,1284.0,0.5553884,1.4319428035191126,0.002614607,0.11768983,9.625103e-06
390000,1.3847034,1.0057499896356603,1336.375,0.503274,0.7550749778747559,0.002317037,0.116575845,9.614917e-06
400000,1.3848395,0.7515250034157361,1313.5,0.5484048,1.0021999776363373,0.002931767,0.10514481,9.602611e-06
410000,1.3848944,1.2537749846014776,1175.75,0.5533665,1.0034749805927277,0.00254791,0.11114603,9.593307e-06
420000,1.3845848,0.8787250101868267,1253.625,0.6323731,1.129024975001812,0.0067962296,0.102841176,9.58328e-06
430000,1.3842244,1.808679986707284,1010.8,0.5983809,1.607939951933804,0.0040927874,0.11217374,9.573892e-06
440000,1.3846058,1.3368444425060362,1135.3333333333333,0.5260462,1.559888892703586,0.003951146,0.11570788,9.564592e-06
450000,1.3840448,2.0072666517662583,1073.4444444444443,0.5666379,1.784555541144477,0.003688069,0.11328532,9.554805e-06
460000,1.3842396,1.2536500027308648,1267.125,0.51755595,1.5041999816894531,0.0030646997,0.10793124,9.545391e-06
470000,1.3839015,1.5036749887440237,1139.875,0.49328613,1.2524999678134918,0.0028757835,0.114825085,9.5360065e-06
480000,1.3834426,1.4051999871619045,1108.3,0.49897975,1.405899977684021,0.0030039148,0.115511775,9.526206e-06
490000,1.3829504,1.256774984751246,1220.75,0.5209011,1.2558999491666327,0.0027294653,0.11338711,9.514564e-06
500000,1.3833594,1.3379333233865003,1155.888888888889,0.50597215,1.5611999829610188,0.0033350592,0.11224623,9.5038995e-06
510000,1.3830432,1.382725009587375,1158.875,0.5285987,1.1325499936938286,0.005825312,0.106186256,9.495202e-06
520000,1.3827049,1.2551249846619612,1182.5,0.5061054,1.2549999809543806,0.0031470081,0.114951976,9.486312e-06
530000,1.3831034,1.3364888869335927,1165.3333333333333,0.44027108,1.3365999592675104,0.00271048,0.109476924,9.475265e-06
540000,1.3827161,1.6052199977217243,1083.9,0.4677669,1.6052199674537406,0.0033021078,0.11106135,9.464102e-06
550000,1.3828411,1.507424979856296,1190.5,0.46507418,1.757600018492667,0.002661516,0.115395546,9.4539955e-06
560000,1.382528,1.5627777716371283,1091.7777777777778,0.54994166,1.5627777576446533,0.0033892896,0.115555964,9.444557e-06
570000,1.381233,1.7817111084780966,1129.2222222222222,0.6211876,1.559111069693851,0.0046894047,0.111779675,9.434561e-06
580000,1.3820233,1.503624997796578,1136.0,0.5228955,1.5038749873638153,0.0026184185,0.108052775,9.425232e-06
590000,1.3819305,1.5905833239363953,913.4166666666666,0.49053693,1.5888166228930156,0.007900327,0.103954464,9.416064e-06
600000,1.3814734,2.006163643387316,862.5454545454545,0.5091974,2.0080909078771416,0.0031257307,0.10888925,9.40464e-06
610000,1.3807901,2.0051272797030504,879.3636363636364,0.5011858,2.0047636248848657,0.0037915935,0.11684744,9.392821e-06
620000,1.3811545,1.801960008117021,1022.3,0.40528995,1.8019599914550781,0.0036166506,0.11507954,9.384133e-06
630000,1.3811305,1.8056600010604598,1023.8,0.3208642,1.8058599710464478,0.0036282479,0.11455698,9.373919e-06
640000,1.3810698,1.6057799977512333,964.5,0.28754297,1.6052799701690674,0.0043235472,0.107805505,9.364514e-06
650000,1.3810407,1.1038999897398754,1058.1,0.17933926,1.1045999467372893,0.005511038,0.10138188,9.354783e-06
660000,1.3796853,1.8244727181035243,942.4545454545455,0.15025106,1.8244727127021179,0.004948391,0.11391179,9.345992e-06
670000,1.3803029,1.5603111370890272,1005.7777777777778,0.0150216585,1.560311132007175,0.005039464,0.11149729,9.334427e-06
680000,1.3789175,2.008218175765995,901.5454545454545,0.22087498,2.00685453414917,0.005788294,0.10389677,9.32392e-06
690000,1.3791804,2.004890909468734,918.0909090909091,0.24086942,2.0054908882487905,0.005994618,0.117294624,9.314852e-06
700000,1.3786408,2.0064909095486985,926.9090909090909,0.10215667,2.0072545138272373,0.0070457356,0.11605731,9.305704e-06
710000,1.3769814,2.005036370610469,923.3636363636364,0.13365068,2.005036375739358,0.004565391,0.11432276,9.2949695e-06
720000,1.3761199,2.0043272796584377,881.0,0.19074096,2.004145448858088,0.004986173,0.10866055,9.284119e-06
730000,1.3746033,1.8060600010867347,973.3,0.35036835,1.8062599658966065,0.003822183,0.10459781,9.274693e-06
740000,1.3733176,1.8367833275769954,867.3333333333334,0.32624164,1.8367832899093628,0.004948493,0.10238519,9.265285e-06
750000,1.3738424,2.005599987220855,908.0,0.3173668,2.005599953911521,0.004407594,0.11096144,9.255886e-06
760000,1.3703281,2.009400003353221,807.9166666666666,0.4384205,2.009066661198934,0.007382147,0.1143216,9.244883e-06
770000,1.3721598,1.840683309652377,829.9166666666666,0.43955624,1.8402666449546814,0.004914088,0.110274166,9.234034e-06
780000,1.3723094,1.8376166730437642,920.4166666666666,0.46761525,2.0051499605178833,0.006317692,0.10439932,9.225346e-06
